complemento/valorTotal,dets/0/prod/qCom,dets/0/prod/uCom,dets/0/prod/vProd,dets/0/prod/vUnCom,dets/0/prod/xProd,dets/1/prod/qCom,dets/1/prod/uCom,dets/1/prod/vProd,dets/1/prod/vUnCom,dets/1/prod/xProd,ide/dhEmi/$date,infAdic/infCpl,total/icmsTot/vDesc,total/icmsTot/vProd,total/icmsTot/vTotTrib,total/icmsTot/vnf,dets/2/prod/qCom,dets/2/prod/vProd,dets/2/prod/vUnCom,dets/2/prod/xProd,dets/3/prod/qCom,dets/3/prod/vProd,dets/3/prod/vUnCom,dets/3/prod/xProd,dets/4/prod/qCom,dets/4/prod/vProd
161.84,1,UN,6.5,6.5,SUSHI ESPECIAL,2,UN,12,6,CERVEJA,2016-01-13T22:00:56.000Z,Mesa 16,0,161.85,40.1,161.85,1,9.8,9.8,SUSHI ESPECIAL,2,25,12.5,WHISKY,1,12
157.75,1542,KG,105.78,68.6,BUFFET,8,UN,52,6.5,CERVEJA LATA,2016-01-13T22:05:13.000Z,Mesa 42,0,157.78,28.73,157.78,,,,,,,,,,
76.34,1,UN,12.5,12.5,WHISKY,734,KG,50.35,68.6,BUFFET,2016-01-13T22:08:28.000Z,Mesa 28,0,76.35,11.39,67.35,3,13.5,4.5,REFRIGERANTE,,,,,,
68.17,3,UN,10.5,3.5,AGUA,644,KG,44.17,68.6,BUFFET,2016-01-13T22:10:26.000Z,Mesa 90,0,68.17,7.3,52.17,3,13.5,4.5,REFRIGERANTE,,,,,,
198.69,2,UN,13,6.5,SUSHI ESPECIAL,1,UN,15,15,SAKE,2016-01-13T22:10:57.000Z,Mesa 17,0,198.72,35.21,144.72,1308,89.72,68.6,BUFFET,12,54,4.5,REFRIGERANTE,6,27
50.96,3,UN,10.5,3.5,AGUA,0.59,KG,40.47,68.6,BUFFET,2016-01-13T22:11:10.000Z,Mesa 73,0,50.97,3.86,43.97,,,,,,,,,,
79.28,5,UN,32.5,6.5,SUSHI ESPECIAL,682,KG,46.78,68.6,BUFFET,2016-01-13T22:12:38.000Z,Mesa 84,0,79.28,17.14,79.28,,,,,,,,,,
45.73,0.47,KG,32.24,68.6,BUFFET,3,UN,13.5,4.5,SUCO,2016-01-13T22:15:42.000Z,Mesa 75,0,45.74,1.92,36.74,,,,,,,,,,
41.75,412,KG,28.26,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-13T22:21:34.000Z,Mesa 86,0,41.76,4.19,32.76,,,,,,,,,,
41.75,412,KG,28.26,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-13T22:21:34.000Z,Mesa 86,0,41.76,4.19,32.76,,,,,,,,,,
91.39,3,UN,13.5,4.5,SUCO,2,UN,12,6,CERVEJA,2016-01-13T22:32:29.000Z,Mesa 59,0,91.41,9.49,82.41,786,53.91,68.6,BUFFET,1,12,12,SOBREMESA,,
126.83,1,UN,20.9,20.9,SAKE,1,UN,12,12,SOBREMESA,2016-01-13T22:32:41.000Z,Mesa 60,0,126.84,24.84,126.84,1.18,80.94,68.6,BUFFET,2,13,6.5,CERVEJA LATA,,
115.71,6,UN,21,3.5,AGUA,1,UN,6.5,6.5,SUSHI ESPECIAL,2016-01-13T22:32:56.000Z,Mesa 89,0,115.71,11.4,101.71,1286,88.21,68.6,BUFFET,,,,,,
249.95,1,UN,4.5,4.5,LIMONADA,3,UN,10.5,3.5,AGUA,2016-01-13T22:53:57.000Z,Mesa 88,0,249.98,35.83,217.98,3,10.5,3.5,AGUA,3,3,1,CHA,3,18
63.16,724,KG,49.66,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-13T23:03:14.000Z,Mesa 81,0,63.16,4.89,54.16,,,,,,,,,,
608.91,6,UN,27,4.5,SUCO,9,UN,31.5,3.5,AGUA,2016-01-13T23:05:50.000Z,Mesa 7,0,608.96,122.48,551.16,3,14.7,4.9,SUCO,2,12,6,CERVEJA LATA,1,6.5
41.22,3,UN,10.5,3.5,AGUA,448,KG,30.73,68.6,BUFFET,2016-01-13T23:11:18.000Z,Mesa 82,0,41.23,3.52,34.23,,,,,,,,,,
27.92,1,UN,3.5,3.5,AGUA,356,KG,24.42,68.6,BUFFET,2016-01-14T12:06:48.000Z,Mesa 1,0,27.92,2.66,27.92,,,,,,,,,,
30.52,1,UN,3.5,3.5,AGUA,394,KG,27.02,68.6,BUFFET,2016-01-14T12:13:26.000Z,Mesa 6,0,30.52,2.77,30.52,,,,,,,,,,
26.04,314,KG,21.54,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T12:18:23.000Z,Mesa 7,0,26.04,3,26.04,,,,,,,,,,
19.79,1,UN,1,1,CHA,274,KG,18.79,68.6,BUFFET,2016-01-14T12:21:51.000Z,Mesa 2,0,19.79,1.26,19.79,,,,,,,,,,
21.4,312,KG,21.4,68.6,BUFFET,,,,,,2016-01-14T12:22:04.000Z,Mesa 4,0,21.4,0.9,21.4,,,,,,,,,,
27.54,336,KG,23.04,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T12:22:15.000Z,Mesa 3,0,27.54,3.07,27.54,,,,,,,,,,
42.5,554,KG,38,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T12:22:24.000Z,Mesa 5,0,42.5,3.7,42.5,,,,,,,,,,
23.32,0.34,KG,23.32,68.6,BUFFET,,,,,,2016-01-14T12:24:56.000Z,Mesa 8,0,23.32,0.98,23.32,,,,,,,,,,
44.86,654,KG,44.86,68.6,BUFFET,,,,,,2016-01-14T12:25:52.000Z,Mesa 35,0,44.86,1.88,44.86,,,,,,,,,,
38.25,492,KG,33.75,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T12:37:59.000Z,Mesa 30,0,38.25,3.52,38.25,,,,,,,,,,
36.97,1,UN,3.5,3.5,AGUA,488,KG,33.47,68.6,BUFFET,2016-01-14T12:46:12.000Z,Mesa 9,0,36.97,3.04,36.97,,,,,,,,,,
25.62,308,KG,21.12,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T12:46:59.000Z,Mesa 46,0,25.62,2.99,25.62,,,,,,,,,,
42.21,1,UN,3.5,3.5,AGUA,1,UN,1,1,CHA,2016-01-14T12:47:40.000Z,Mesa 25,0,42.23,3.68,42.23,0.55,37.73,68.6,BUFFET,,,,,,
33.47,488,KG,33.47,68.6,BUFFET,,,,,,2016-01-14T12:47:50.000Z,Mesa 26,0,33.47,1.41,33.47,,,,,,,,,,
19.89,0.29,KG,19.89,68.6,BUFFET,,,,,,2016-01-14T12:48:09.000Z,Mesa 24,0,19.89,0.84,19.89,,,,,,,,,,
33.03,1,UN,4.5,4.5,LIMONADA,416,KG,28.53,68.6,BUFFET,2016-01-14T12:49:05.000Z,Mesa 33,0,33.03,1.39,33.03,,,,,,,,,,
29.08,424,KG,29.08,68.6,BUFFET,,,,,,2016-01-14T12:49:19.000Z,Mesa 23,0,29.08,1.22,29.08,,,,,,,,,,
28.26,412,KG,28.26,68.6,BUFFET,,,,,,2016-01-14T12:49:27.000Z,Mesa 22,0,28.26,1.19,28.26,,,,,,,,,,
23.66,1,UN,3.5,3.5,AGUA,294,KG,20.16,68.6,BUFFET,2016-01-14T12:49:35.000Z,Mesa 37,0,23.66,2.48,23.66,,,,,,,,,,
20.37,1,UN,3.5,3.5,AGUA,246,KG,16.87,68.6,BUFFET,2016-01-14T12:49:42.000Z,Mesa 36,0,20.37,2.34,20.37,,,,,,,,,,
61.57,0.72,KG,49.38,68.6,BUFFET,2,UN,9,4.5,REFRIGERANTE,2016-01-14T12:52:30.000Z,Mesa 15,0,61.58,7.53,40.62,1,3.2,3.2,DOCINHOS,,,,,,
17.69,258,KG,17.69,68.6,BUFFET,,,,,,2016-01-14T12:54:23.000Z,Mesa 59,0,17.69,0.74,17.69,,,,,,,,,,
117.62,1,UN,9.8,9.8,CERVEJA LATA,1.57,KG,107.84,68.6,BUFFET,2016-01-14T12:57:14.000Z,Mesa 11,0,117.64,10.94,81.69,,,,,,,,,,
117.62,1,UN,9.8,9.8,CERVEJA LATA,1.57,KG,107.84,68.6,BUFFET,2016-01-14T12:57:14.000Z,Mesa 11,0,117.64,10.94,81.69,,,,,,,,,,
29.05,358,KG,24.55,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T12:58:03.000Z,Mesa 16,0,29.05,3.13,29.05,,,,,,,,,,
65.09,1,UN,3.5,3.5,AGUA,898,KG,61.6,68.6,BUFFET,2016-01-14T12:58:40.000Z,Mesa 29,0,65.1,4.22,65.1,,,,,,,,,,
35.46,1,UN,3.5,3.5,AGUA,466,KG,31.96,68.6,BUFFET,2016-01-14T12:58:54.000Z,Mesa 19,0,35.46,2.97,35.46,,,,,,,,,,
99.51,3,UN,13.5,4.5,SUCO,1254,KG,86.02,68.6,BUFFET,2016-01-14T12:59:04.000Z,Mesa 44,0,99.52,4.18,99.52,,,,,,,,,,
25.52,0.37,KG,25.52,68.6,BUFFET,,,,,,2016-01-14T12:59:11.000Z,Mesa 13,0,25.52,1.06,17.01,,,,,,,,,,
39.92,582,KG,39.92,68.6,BUFFET,,,,,,2016-01-14T12:59:19.000Z,Mesa 21,0,39.92,1.68,39.92,,,,,,,,,,
22.63,0.33,KG,22.63,68.6,BUFFET,,,,,,2016-01-14T12:59:38.000Z,Mesa 14,0,22.63,0.95,22.63,,,,,,,,,,
34.09,1,UN,3.5,3.5,AGUA,446,KG,30.59,68.6,BUFFET,2016-01-14T12:59:46.000Z,Mesa 17,0,34.09,2.92,34.09,,,,,,,,,,
49.52,722,KG,49.52,68.6,BUFFET,,,,,,2016-01-14T13:01:25.000Z,Mesa 61,0,49.52,2.08,49.52,,,,,,,,,,
24.76,1,UN,3.5,3.5,AGUA,0.31,KG,21.26,68.6,BUFFET,2016-01-14T13:01:58.000Z,Mesa 66,0,24.76,2.52,24.76,,,,,,,,,,
34.95,444,KG,30.45,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:02:05.000Z,Mesa 28,0,34.95,3.38,34.95,,,,,,,,,,
25.24,368,KG,25.24,68.6,BUFFET,,,,,,2016-01-14T13:02:34.000Z,Mesa 10,0,25.24,1.06,25.24,,,,,,,,,,
137,2,UN,7,3.5,AGUA,1.83,KG,125.53,68.6,BUFFET,2016-01-14T13:04:56.000Z,Mesa 67,0,137.03,10.64,137.03,1,4.5,4.5,REFRIGERANTE,,,,,,
88.43,1158,KG,79.43,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:07:28.000Z,Mesa 53,0,88.43,7.54,88.43,1,4.5,4.5,REFRIGERANTE,,,,,,
63.48,0.86,KG,58.99,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:09:25.000Z,Mesa 68,0,63.49,4.58,63.49,,,,,,,,,,
22.19,258,KG,17.69,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:14:38.000Z,Mesa 72,0,22.19,2.84,22.19,,,,,,,,,,
27.54,336,KG,23.04,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:15:13.000Z,Mesa 38,0,27.54,3.07,27.54,,,,,,,,,,
39.76,514,KG,35.26,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:15:33.000Z,Mesa 40,0,39.76,3.58,39.76,,,,,,,,,,
63.08,1,UN,3.5,3.5,AGUA,1,UN,1,1,CHA,2016-01-14T13:20:24.000Z,Mesa 71,0,63.08,4.56,63.08,854,58.58,68.6,BUFFET,,,,,,
27.13,0.33,KG,22.63,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:25:05.000Z,Mesa 85,0,27.13,3.05,27.13,,,,,,,,,,
67.29,0.85,KG,58.31,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:25:58.000Z,Mesa 78,0,67.31,6.65,67.31,1,4.5,4.5,REFRIGERANTE,,,,,,
23.29,1,UN,4.5,4.5,SUCO,274,KG,18.79,68.6,BUFFET,2016-01-14T13:26:05.000Z,Mesa 84,0,23.29,0.98,23.29,,,,,,,,,,
31.39,392,KG,26.89,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:26:14.000Z,Mesa 95,0,31.39,3.23,31.39,,,,,,,,,,
40.23,1,UN,1,1,CHA,572,KG,39.23,68.6,BUFFET,2016-01-14T13:26:21.000Z,Mesa 73,0,40.23,2.12,40.23,,,,,,,,,,
63.86,1,UN,3.5,3.5,AGUA,0.88,KG,60.36,68.6,BUFFET,2016-01-14T13:27:13.000Z,Mesa 75,0,63.86,4.17,63.86,,,,,,,,,,
27.54,336,KG,23.04,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:29:33.000Z,Mesa 51,0,27.54,3.07,27.54,,,,,,,,,,
74.02,948,KG,65.03,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:30:23.000Z,Mesa 56,0,74.03,6.93,74.03,1,4.5,4.5,REFRIGERANTE,,,,,,
71.41,0.91,KG,62.42,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:30:59.000Z,Mesa 57,0,71.42,6.82,71.42,1,4.5,4.5,REFRIGERANTE,,,,,,
25.97,1,UN,1,1,CHA,364,KG,24.97,68.6,BUFFET,2016-01-14T13:31:10.000Z,Mesa 43,0,25.97,1.52,25.97,,,,,,,,,,
15.64,228,KG,15.64,68.6,BUFFET,,,,,,2016-01-14T13:31:26.000Z,Mesa 42,0,15.64,0.66,15.64,,,,,,,,,,
38.08,2,UN,2,1,CHA,526,KG,36.08,68.6,BUFFET,2016-01-14T13:31:48.000Z,Mesa 41,0,38.08,2.45,38.08,,,,,,,,,,
38.89,1,UN,3.5,3.5,AGUA,516,KG,35.39,68.6,BUFFET,2016-01-14T13:33:57.000Z,Mesa 47,0,38.89,3.12,38.89,,,,,,,,,,
31.66,396,KG,27.16,68.6,BUFFET,1,UN,4.5,4.5,CERVEJA,2016-01-14T13:36:25.000Z,Mesa 76,0,31.66,3.24,31.66,,,,,,,,,,
27.78,1,UN,3.5,3.5,AGUA,354,KG,24.28,68.6,BUFFET,2016-01-14T13:37:11.000Z,Mesa 77,0,27.78,2.65,27.78,,,,,,,,,,
37.15,476,KG,32.65,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:39:46.000Z,Mesa 98,0,37.15,3.47,37.15,,,,,,,,,,
25.62,308,KG,21.12,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:39:53.000Z,Mesa 91,0,25.62,2.99,25.62,,,,,,,,,,
85.57,1182,KG,81.08,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:40:44.000Z,Mesa 80,0,85.58,5.51,85.58,,,,,,,,,,
133.63,1,UN,3.5,3.5,AGUA,1832,KG,125.67,68.6,BUFFET,2016-01-14T13:42:19.000Z,Mesa 81,0,133.67,9.01,133.67,1,4.5,4.5,REFRIGERANTE,,,,,,
30.52,1,UN,3.5,3.5,AGUA,394,KG,27.02,68.6,BUFFET,2016-01-14T13:42:34.000Z,Mesa 90,0,30.52,2.77,30.52,,,,,,,,,,
41.09,1,UN,3.5,3.5,AGUA,548,KG,37.59,68.6,BUFFET,2016-01-14T13:42:42.000Z,Mesa 92,0,41.09,3.21,41.09,,,,,,,,,,
62.07,774,KG,53.09,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:45:25.000Z,Mesa 93,0,62.09,6.43,62.09,1,4.5,4.5,REFRIGERANTE,,,,,,
16.05,234,KG,16.05,68.6,BUFFET,,,,,,2016-01-14T13:46:13.000Z,Mesa 96,0,16.05,0.67,16.05,,,,,,,,,,
92.11,1212,KG,83.14,68.6,BUFFET,2,UN,9,4.5,REFRIGERANTE,2016-01-14T13:47:55.000Z,Mesa 97,0,92.14,7.69,92.14,,,,,,,,,,
48.91,582,KG,39.92,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:52:50.000Z,Mesa 99,0,48.92,3.97,48.92,1,4.5,4.5,SUCO,,,,,,
35.87,2,UN,12,6,CERVEJA,348,KG,23.87,68.6,BUFFET,2016-01-14T13:53:06.000Z,Mesa 88,0,35.87,6.61,35.87,,,,,,,,,,
35.26,514,KG,35.26,68.6,BUFFET,,,,,,2016-01-14T13:53:14.000Z,Mesa 89,0,35.26,1.48,35.26,,,,,,,,,,
22.7,1,UN,3.5,3.5,AGUA,0.28,KG,19.2,68.6,BUFFET,2016-01-14T13:53:22.000Z,Mesa 86,0,22.7,2.44,22.7,,,,,,,,,,
30.56,0.38,KG,26.06,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:53:29.000Z,Mesa 87,0,30.56,3.19,30.56,,,,,,,,,,
33.44,422,KG,28.94,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-14T13:57:32.000Z,Mesa 63,0,33.44,3.32,33.44,,,,,,,,,,
27.08,1,UN,9.8,9.8,SUSHI ESPECIAL,252,KG,17.28,68.6,BUFFET,2016-01-14T13:58:17.000Z,Mesa 64,0,27.08,5.31,27.08,,,,,,,,,,
37.04,0.54,KG,37.04,68.6,BUFFET,,,,,,2016-01-14T13:58:50.000Z,Mesa 70,0,37.04,1.56,37.04,,,,,,,,,,
57.41,1,UN,3.5,3.5,AGUA,786,KG,53.91,68.6,BUFFET,2016-01-15T12:01:29.000Z,Mesa 2,0,57.41,3.89,57.41,,,,,,,,,,
30.11,1,UN,3.5,3.5,AGUA,388,KG,26.61,68.6,BUFFET,2016-01-15T12:04:24.000Z,Mesa 1,0,30.11,2.75,30.11,,,,,,,,,,
20.71,302,KG,20.71,68.6,BUFFET,,,,,,2016-01-15T12:06:50.000Z,Mesa 6,0,20.71,0.87,20.71,,,,,,,,,,
94.84,1186,KG,81.35,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-15T12:19:03.000Z,Mesa 5,0,94.85,9.73,94.85,,,,,,,,,,
18.38,268,KG,18.38,68.6,BUFFET,,,,,,2016-01-15T12:20:22.000Z,Mesa 37,0,18.38,0.77,18.38,,,,,,,,,,
61.56,832,KG,57.07,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T12:22:49.000Z,Mesa 7,0,61.57,4.5,61.57,,,,,,,,,,
26.58,322,KG,22.08,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T12:25:56.000Z,Mesa 57,0,26.58,3.03,26.58,,,,,,,,,,
31.39,1,UN,4.5,4.5,LIMONADA,392,KG,26.89,68.6,BUFFET,2016-01-15T12:26:33.000Z,Mesa 25,0,31.39,1.32,31.39,,,,,,,,,,
29.88,1,UN,4.5,4.5,LIMONADA,0.37,KG,25.38,68.6,BUFFET,2016-01-15T12:27:17.000Z,Mesa 24,0,29.88,1.26,29.88,,,,,,,,,,
29.33,362,KG,24.83,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T12:27:48.000Z,Mesa 26,0,29.33,3.14,29.33,,,,,,,,,,
53.3,1,UN,4.5,4.5,SUCO,646,KG,44.31,68.6,BUFFET,2016-01-15T12:39:55.000Z,Mesa 38,0,53.31,4.15,53.31,1,4.5,4.5,REFRIGERANTE,,,,,,
29.77,434,KG,29.77,68.6,BUFFET,,,,,,2016-01-15T12:40:18.000Z,Mesa 41,0,29.77,1.25,29.77,,,,,,,,,,
76.54,2,UN,7,3.5,AGUA,1.01,KG,69.55,68.6,BUFFET,2016-01-15T12:40:28.000Z,Mesa 11,0,76.55,5.49,49.87,,,,,,,,,,
23.84,282,KG,19.34,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T12:40:36.000Z,Mesa 9,0,23.84,2.91,23.84,,,,,,,,,,
27.82,0.34,KG,23.32,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T12:41:40.000Z,Mesa 10,0,27.82,3.08,27.82,,,,,,,,,,
49.47,1,UN,4.5,4.5,LIMONADA,0.59,KG,40.47,68.6,BUFFET,2016-01-15T12:41:54.000Z,Mesa 27,0,49.47,3.99,49.47,1,4.5,4.5,REFRIGERANTE,,,,,,
27.06,1,UN,1,1,CHA,0.38,KG,26.06,68.6,BUFFET,2016-01-15T12:42:06.000Z,Mesa 14,0,27.06,1.56,27.06,,,,,,,,,,
50.14,1,UN,3.5,3.5,AGUA,0.68,KG,46.64,68.6,BUFFET,2016-01-15T12:42:14.000Z,Mesa 23,0,50.14,3.59,50.14,,,,,,,,,,
26.17,1,UN,4.5,4.5,SUCO,316,KG,21.67,68.6,BUFFET,2016-01-15T12:42:22.000Z,Mesa 21,0,26.17,1.1,26.17,,,,,,,,,,
26.31,318,KG,21.81,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T12:42:36.000Z,Mesa 22,0,26.31,3.02,26.31,,,,,,,,,,
34.56,0.5,KG,34.56,68.6,BUFFET,,,,,,2016-01-15T12:46:30.000Z,Mesa 15,0,34.56,1.46,23.04,,,,,,,,,,
22.54,1,UN,1,1,CHA,314,KG,21.54,68.6,BUFFET,2016-01-15T12:47:46.000Z,Mesa 53,0,22.54,1.37,22.54,,,,,,,,,,
54.3,726,KG,49.8,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T12:48:15.000Z,Mesa 44,0,54.3,4.19,54.3,,,,,,,,,,
34.02,496,KG,34.02,68.6,BUFFET,,,,,,2016-01-15T12:53:38.000Z,Mesa 63,0,34.02,1.43,34.02,,,,,,,,,,
34.4,436,KG,29.9,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T12:54:14.000Z,Mesa 64,0,34.4,3.36,34.4,,,,,,,,,,
67.18,914,KG,62.7,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T12:54:22.000Z,Mesa 55,0,67.2,4.73,67.2,,,,,,,,,,
56.21,754,KG,51.72,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T12:54:30.000Z,Mesa 35,0,56.22,4.27,56.22,,,,,,,,,,
30.15,374,KG,25.65,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T12:54:44.000Z,Mesa 16,0,30.15,3.18,30.15,,,,,,,,,,
23.84,282,KG,19.34,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T12:55:23.000Z,Mesa 19,0,23.84,2.91,23.84,,,,,,,,,,
26.86,326,KG,22.36,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T12:55:35.000Z,Mesa 8,0,26.86,3.04,26.86,,,,,,,,,,
33.31,1,UN,1,1,CHA,0.47,KG,32.31,68.6,BUFFET,2016-01-15T12:55:49.000Z,Mesa 13,0,33.31,2.02,22.54,,,,,,,,,,
26.04,314,KG,21.54,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T12:58:12.000Z,Mesa 72,0,26.04,3,26.04,,,,,,,,,,
38.07,1,UN,3.5,3.5,AGUA,504,KG,34.57,68.6,BUFFET,2016-01-15T12:58:58.000Z,Mesa 82,0,38.07,3.08,38.07,,,,,,,,,,
28.37,348,KG,23.87,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T12:59:34.000Z,Mesa 73,0,28.37,3.1,28.37,,,,,,,,,,
40.3,522,KG,35.8,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T13:03:42.000Z,Mesa 36,0,40.3,3.6,40.3,,,,,,,,,,
75.44,1.1,KG,75.46,68.6,BUFFET,,,,,,2016-01-15T13:03:50.000Z,Mesa 18,0,75.46,3.17,75.46,,,,,,,,,,
61.91,1,UN,1,1,CHA,888,KG,60.91,68.6,BUFFET,2016-01-15T13:05:07.000Z,Mesa 93,0,61.91,3.03,61.91,,,,,,,,,,
55.21,1,UN,4.9,4.9,SUCO,668,KG,45.82,68.6,BUFFET,2016-01-15T13:06:41.000Z,Mesa 84,0,55.22,6.31,55.22,1,4.5,4.5,REFRIGERANTE,,,,,,
19.2,0.28,KG,19.2,68.6,BUFFET,,,,,,2016-01-15T13:07:19.000Z,Mesa 94,0,19.2,0.81,19.2,,,,,,,,,,
40.98,532,KG,36.49,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T13:08:24.000Z,Mesa 78,0,40.99,3.63,40.99,,,,,,,,,,
29.47,1,UN,4.5,4.5,SUCO,364,KG,24.97,68.6,BUFFET,2016-01-15T13:09:30.000Z,Mesa 17,0,29.47,1.24,29.47,,,,,,,,,,
32.62,0.41,KG,28.12,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T13:13:37.000Z,Mesa 30,0,32.62,3.28,32.62,,,,,,,,,,
26.86,1,UN,4.5,4.5,LIMONADA,326,KG,22.36,68.6,BUFFET,2016-01-15T13:13:45.000Z,Mesa 47,0,26.86,1.13,26.86,,,,,,,,,,
46.58,1,UN,3.5,3.5,AGUA,628,KG,43.08,68.6,BUFFET,2016-01-15T13:14:12.000Z,Mesa 28,0,46.58,3.44,46.58,,,,,,,,,,
46.03,1,UN,3.5,3.5,AGUA,0.62,KG,42.53,68.6,BUFFET,2016-01-15T13:14:59.000Z,Mesa 87,0,46.03,3.42,46.03,,,,,,,,,,
54.57,0.73,KG,50.07,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T13:15:34.000Z,Mesa 88,0,54.57,4.2,54.57,,,,,,,,,,
86.66,1198,KG,82.18,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T13:25:52.000Z,Mesa 89,0,86.68,5.55,86.68,,,,,,,,,,
24.83,362,KG,24.83,68.6,BUFFET,,,,,,2016-01-15T13:26:24.000Z,Mesa 95,0,24.83,1.04,24.83,,,,,,,,,,
29.33,1,UN,3.5,3.5,AGUA,0.33,KG,22.63,68.6,BUFFET,2016-01-15T13:26:37.000Z,Mesa 91,0,29.33,4.07,29.33,1,3.2,3.2,DOCINHOS,,,,,,
24.39,1,UN,4.5,4.5,LIMONADA,0.29,KG,19.89,68.6,BUFFET,2016-01-15T13:26:46.000Z,Mesa 92,0,24.39,1.03,24.39,,,,,,,,,,
18.93,276,KG,18.93,68.6,BUFFET,,,,,,2016-01-15T13:26:55.000Z,Mesa 51,0,18.93,0.8,18.93,,,,,,,,,,
21.65,0.25,KG,17.15,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T13:27:12.000Z,Mesa 33,0,21.65,2.82,21.65,,,,,,,,,,
21.12,308,KG,21.12,68.6,BUFFET,,,,,,2016-01-15T13:28:27.000Z,Mesa 96,0,21.12,0.89,21.12,,,,,,,,,,
30.45,444,KG,30.45,68.6,BUFFET,,,,,,2016-01-15T13:28:35.000Z,Mesa 97,0,30.45,1.28,30.45,,,,,,,,,,
45.52,598,KG,41.02,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T13:29:02.000Z,Mesa 60,0,45.52,3.82,45.52,,,,,,,,,,
39.34,508,KG,34.84,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-15T13:29:11.000Z,Mesa 58,0,39.34,3.56,39.34,,,,,,,,,,
26.41,1,UN,3.5,3.5,AGUA,334,KG,22.91,68.6,BUFFET,2016-01-15T13:29:22.000Z,Mesa 86,0,26.41,2.59,26.41,,,,,,,,,,
